layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
min_staff_desk,will,modal,35,71942,132,577487,486.5,228.6,13.54,0.0002,1.105,112.8,+,0.003
min_staff_desk,would,modal,307,71942,2927,577487,4267.3,5068.5,8.62,0.0033,-0.246,-15.8,-,0.0216
min_staff_desk,could,modal,138,71942,1373,577487,1918.2,2377.5,6.13,0.0133,-0.305,-19.3,-,0.0494
min_staff_desk,can,modal,5,71942,34,577487,69.5,58.9,0.12,0.7344,0.356,18.0,+,0.8302
min_staff_desk,should,modal,27,71942,297,577487,375.3,514.3,2.68,0.1014,-0.431,-27.0,-,0.2029
min_staff_desk,may,modal,41,71942,273,577487,569.9,472.7,1.19,0.2755,0.285,20.6,+,0.3581
min_staff_desk,would/other,unit,62,71942,343,577487,861.8,594.0,6.67,0.0098,0.547,45.1,+,0.0494
min_staff_desk,would/policy_action,unit,46,71942,299,577487,639.4,517.8,1.69,0.1942,0.318,23.5,+,0.2969
min_staff_desk,would/copular_adj,unit,39,71942,578,577487,542.1,1000.9,16.48,0.0,-0.868,-45.8,-,0.0013
min_staff_desk,would/aspectual,unit,37,71942,269,577487,514.3,465.8,0.31,0.577,0.16,10.4,+,0.6819
min_staff_desk,would/occurrence,unit,36,71942,390,577487,500.4,675.3,3.22,0.0727,-0.414,-25.9,-,0.1719
min_staff_desk,would/activity,unit,31,71942,329,577487,430.9,569.7,2.39,0.1224,-0.382,-24.4,-,0.2272
min_staff_desk,could/occurrence,unit,25,71942,202,577487,347.5,349.8,0.0,0.9753,0.016,-0.7,-,0.9753
min_staff_desk,could/causative,unit,24,71942,361,577487,333.6,625.1,10.7,0.0011,-0.878,-46.6,-,0.0093
min_staff_desk,could/activity,unit,21,71942,178,577487,291.9,308.2,0.06,0.8122,-0.049,-5.3,-,0.8447
min_staff_desk,could/other,unit,17,71942,243,577487,236.3,420.8,6.27,0.0123,-0.794,-43.8,-,0.0494
min_staff_desk,could/policy_action,unit,15,71942,111,577487,208.5,192.2,0.09,0.7698,0.158,8.5,+,0.8339
min_staff_desk,would/existence,unit,14,71942,174,577487,194.6,301.3,2.81,0.0939,-0.584,-35.4,-,0.2029
min_staff_desk,would/communication,unit,12,71942,64,577487,166.8,110.8,1.54,0.2151,0.638,50.5,+,0.3106
min_staff_desk,could/mental,unit,11,71942,41,577487,152.9,71.0,4.37,0.0366,1.153,115.4,+,0.1032
min_staff_desk,would/mental,unit,10,71942,154,577487,139.0,266.7,4.84,0.0278,-0.874,-47.9,-,0.0902
min_staff_desk,may/causative,unit,10,71942,48,577487,139.0,83.1,1.95,0.1624,0.797,67.2,+,0.264
min_staff_desk,should/other,unit,10,71942,63,577487,139.0,109.1,0.48,0.4895,0.409,27.4,+,0.6061
min_staff_desk,may/occurrence,unit,10,71942,46,577487,139.0,79.7,2.25,0.1333,0.858,74.5,+,0.2311
min_staff_desk,would/copular_nom,unit,10,71942,52,577487,139.0,90.0,1.43,0.2315,0.683,54.4,+,0.3168
min_staff_desk,could/aspectual,unit,9,71942,31,577487,125.1,53.7,4.23,0.0397,1.276,133.0,+,0.1032
min_staff,will,modal,16,249885,151,399544,64.0,377.9,71.8,0.0,-2.522,-83.1,-,0.0
min_staff,would,modal,327,249885,2907,399544,1308.6,7275.8,1330.48,0.0,-2.473,-82.0,-,0.0
min_staff,could,modal,132,249885,1379,399544,528.2,3451.4,696.22,0.0,-2.703,-84.7,-,0.0
min_staff,can,modal,2,249885,37,399544,8.0,92.6,23.99,0.0,-3.23,-91.4,-,0.0
min_staff,should,modal,5,249885,319,399544,20.0,798.4,267.84,0.0,-5.183,-97.5,-,0.0
min_staff,may,modal,57,249885,257,399544,228.1,643.2,61.08,0.0,-1.486,-64.5,-,0.0
min_staff,would/occurrence,unit,103,249885,323,399544,412.2,808.4,39.29,0.0,-0.967,-49.0,-,0.0
min_staff,would/policy_action,unit,58,249885,287,399544,232.1,718.3,77.13,0.0,-1.62,-67.7,-,0.0
min_staff,could/occurrence,unit,43,249885,184,399544,172.1,460.5,40.53,0.0,-1.407,-62.6,-,0.0
min_staff,would/other,unit,42,249885,363,399544,168.1,908.5,163.05,0.0,-2.419,-81.5,-,0.0
min_staff,would/copular_adj,unit,41,249885,576,399544,164.1,1441.6,336.38,0.0,-3.119,-88.6,-,0.0
min_staff,may/occurrence,unit,24,249885,32,399544,96.0,80.1,0.45,0.5033,0.269,19.9,+,0.5234
min_staff,would/activity,unit,23,249885,337,399544,92.0,843.5,200.32,0.0,-3.167,-89.1,-,0.0
min_staff,would/causative,unit,22,249885,241,399544,88.0,603.2,124.89,0.0,-2.747,-85.4,-,0.0
min_staff,could/other,unit,21,249885,239,399544,84.0,598.2,126.38,0.0,-2.801,-86.0,-,0.0
min_staff,could/causative,unit,18,249885,367,399544,72.0,918.5,245.53,0.0,-3.635,-92.2,-,0.0
min_staff,could/policy_action,unit,14,249885,112,399544,56.0,280.3,47.65,0.0,-2.279,-80.0,-,0.0
min_staff,may/copular_adj,unit,12,249885,65,399544,48.0,162.7,19.43,0.0,-1.712,-70.5,-,0.0
min_staff,would/aspectual,unit,12,249885,294,399544,48.0,735.8,207.3,0.0,-3.881,-93.5,-,0.0
min_staff,would/copular_prep,unit,9,249885,13,399544,36.0,32.5,0.05,0.8153,0.17,10.7,+,0.8153
min_staff,could/mental,unit,9,249885,43,399544,36.0,107.6,11.05,0.0009,-1.518,-66.5,-,0.001
min_staff,may/other,unit,8,249885,31,399544,32.0,77.6,5.82,0.0158,-1.213,-58.7,-,0.0172
min_staff,could/activity,unit,7,249885,192,399544,28.0,480.5,139.29,0.0,-4.005,-94.2,-,0.0
min_staff,would/copular_nom,unit,7,249885,55,399544,28.0,137.7,23.09,0.0,-2.21,-79.7,-,0.0
min_staff,may/causative,unit,7,249885,51,399544,28.0,127.6,20.2,0.0,-2.103,-78.1,-,0.0
min_staff,could/existence,unit,7,249885,54,399544,28.0,135.2,22.36,0.0,-2.184,-79.3,-,0.0
min_participants,will,modal,30,223992,137,425437,133.9,322.0,22.5,0.0,-1.247,-58.4,-,0.0
min_participants,would,modal,1537,223992,1697,425437,6861.9,3988.8,232.45,0.0,0.783,72.0,+,0.0
min_participants,could,modal,875,223992,636,425437,3906.4,1494.9,344.14,0.0,1.385,161.3,+,0.0
min_participants,can,modal,8,223992,31,425437,35.7,72.9,3.68,0.0552,-0.964,-51.0,-,0.0598
min_participants,should,modal,149,223992,175,425437,665.2,411.3,18.19,0.0,0.694,61.7,+,0.0
min_participants,may,modal,157,223992,157,425437,700.9,369.0,31.77,0.0,0.925,89.9,+,0.0
min_participants,would/copular_adj,unit,321,223992,296,425437,1433.1,695.8,79.47,0.0,1.042,106.0,+,0.0
min_participants,could/causative,unit,248,223992,137,425437,1107.2,322.0,142.62,0.0,1.779,243.8,+,0.0
min_participants,would/other,unit,213,223992,192,425437,950.9,451.3,55.53,0.0,1.075,110.7,+,0.0
min_participants,would/occurrence,unit,187,223992,239,425437,834.9,561.8,16.1,0.0001,0.572,48.6,+,0.0001
min_participants,would/activity,unit,158,223992,202,425437,705.4,474.8,13.58,0.0002,0.572,48.6,+,0.0003
min_participants,would/causative,unit,155,223992,108,425437,692.0,253.9,65.2,0.0,1.445,172.6,+,0.0
min_participants,would/policy_action,unit,152,223992,193,425437,678.6,453.7,13.48,0.0002,0.582,49.6,+,0.0003
min_participants,could/other,unit,148,223992,112,425437,660.7,263.3,54.4,0.0,1.326,151.0,+,0.0
min_participants,could/occurrence,unit,132,223992,95,425437,589.3,223.3,52.76,0.0,1.398,163.9,+,0.0
min_participants,would/aspectual,unit,120,223992,186,425437,535.7,437.2,2.96,0.0851,0.295,22.5,+,0.0885
min_participants,could/activity,unit,114,223992,85,425437,508.9,199.8,42.98,0.0,1.347,154.7,+,0.0
min_participants,would/existence,unit,93,223992,95,425437,415.2,223.3,17.76,0.0,0.895,85.9,+,0.0
min_participants,would/mental,unit,75,223992,89,425437,334.8,209.2,8.81,0.003,0.68,60.1,+,0.0037
min_participants,could/policy_action,unit,55,223992,71,425437,245.5,166.9,4.52,0.0335,0.56,47.1,+,0.0379
min_participants,could/copular_adj,unit,52,223992,39,425437,232.2,91.7,19.41,0.0,1.336,153.2,+,0.0
min_participants,may/copular_adj,unit,42,223992,35,425437,187.5,82.3,12.92,0.0003,1.185,127.9,+,0.0004
min_participants,could/existence,unit,38,223992,23,425437,169.6,54.1,19.52,0.0,1.638,213.8,+,0.0
min_participants,would/copular_nom,unit,31,223992,31,425437,138.4,72.9,6.27,0.0123,0.925,89.9,+,0.0145
min_participants,should/other,unit,31,223992,42,425437,138.4,98.7,1.99,0.1581,0.493,40.2,+,0.1581
min_participants,may/other,unit,23,223992,16,425437,102.7,37.6,9.7,0.0018,1.436,173.0,+,0.0024
min_committee,will,modal,37,62833,130,586596,588.9,221.6,22.65,0.0,1.424,165.7,+,0.0
min_committee,would,modal,719,62833,2515,586596,11443.0,4287.4,443.48,0.0,1.417,166.9,+,0.0
min_committee,could,modal,83,62833,1428,586596,1321.0,2434.4,35.3,0.0,-0.874,-45.7,-,0.0
min_committee,can,modal,3,62833,36,586596,47.7,61.4,0.19,0.6651,-0.16,-22.2,-,0.6917
min_committee,should,modal,85,62833,239,586596,1352.8,407.4,72.77,0.0,1.737,232.0,+,0.0
min_committee,may,modal,31,62833,283,586596,493.4,482.4,0.01,0.906,0.053,2.3,+,0.906
min_committee,would/copular_adj,unit,126,62833,491,586596,2005.3,837.0,63.86,0.0,1.265,139.6,+,0.0
min_committee,would/aspectual,unit,116,62833,190,586596,1846.2,323.9,174.4,0.0,2.513,470.0,+,0.0
min_committee,would/activity,unit,108,62833,252,586596,1718.8,429.6,115.96,0.0,2.004,300.1,+,0.0
min_committee,would/occurrence,unit,89,62833,337,586596,1416.5,574.5,47.65,0.0,1.308,146.6,+,0.0
min_committee,would/mental,unit,71,62833,93,586596,1130.0,158.5,126.19,0.0,2.836,612.7,+,0.0
min_committee,would/policy_action,unit,56,62833,289,586596,891.3,492.7,14.39,0.0001,0.866,80.9,+,0.0002
min_committee,could/causative,unit,55,62833,330,586596,875.3,562.6,8.29,0.004,0.649,55.6,+,0.0052
min_committee,would/existence,unit,52,62833,136,586596,827.6,231.8,48.85,0.0,1.844,257.0,+,0.0
min_committee,would/causative,unit,48,62833,215,586596,763.9,366.5,18.03,0.0,1.071,108.4,+,0.0
min_committee,should/communication,unit,38,62833,11,586596,604.8,18.8,127.56,0.0,4.966,3125.1,+,0.0
min_committee,would/other,unit,26,62833,379,586596,413.8,646.1,5.51,0.0189,-0.617,-36.0,-,0.0234
min_committee,would/communication,unit,24,62833,52,586596,382.0,88.6,27.9,0.0,2.123,330.9,+,0.0
min_committee,should/activity,unit,21,62833,23,586596,334.2,39.2,41.87,0.0,3.094,752.4,+,0.0
min_committee,may/causative,unit,14,62833,44,586596,222.8,75.0,10.24,0.0014,1.605,197.0,+,0.0019
min_committee,may/copular_adj,unit,13,62833,64,586596,206.9,109.1,3.83,0.0503,0.966,89.6,+,0.0569
min_committee,should/other,unit,12,62833,61,586596,191.0,104.0,3.23,0.0725,0.924,83.7,+,0.0785
min_committee,will/activity,unit,11,62833,9,586596,175.1,15.3,25.69,0.0,3.498,1041.0,+,0.0
min_committee,will/copular_adj,unit,8,62833,8,586596,127.3,13.6,16.82,0.0,3.223,833.6,+,0.0001
min_committee,will/policy_action,unit,6,62833,19,586596,95.5,32.4,4.34,0.0372,1.638,194.8,+,0.044
min_committee,could/other,unit,6,62833,254,586596,95.5,433.0,22.63,0.0,-2.068,-77.9,-,0.0
min_special,will,modal,49,40777,118,608652,1201.7,193.9,84.44,0.0,2.64,519.8,+,0.0
min_special,would,modal,344,40777,2890,608652,8436.1,4748.2,87.45,0.0,0.831,77.7,+,0.0
min_special,could,modal,283,40777,1228,608652,6940.2,2017.6,268.51,0.0,1.784,244.0,+,0.0
min_special,can,modal,21,40777,18,608652,515.0,29.6,64.75,0.0,4.117,1641.4,+,0.0
min_special,should,modal,58,40777,266,608652,1422.4,437.0,51.09,0.0,1.712,225.5,+,0.0
min_special,may,modal,28,40777,286,608652,686.7,469.9,3.31,0.0688,0.57,46.1,+,0.0716
min_special,would/copular_adj,unit,90,40777,527,608652,2207.1,865.8,53.89,0.0,1.357,154.9,+,0.0
min_special,could/other,unit,68,40777,192,608652,1667.6,315.5,102.52,0.0,2.409,428.6,+,0.0
min_special,would/other,unit,62,40777,343,608652,1520.5,563.5,41.01,0.0,1.441,169.8,+,0.0
min_special,could/activity,unit,51,40777,148,608652,1250.7,243.2,75.01,0.0,2.372,414.4,+,0.0
min_special,would/activity,unit,40,40777,320,608652,980.9,525.8,11.78,0.0006,0.915,86.6,+,0.0009
min_special,could/causative,unit,40,40777,345,608652,980.9,566.8,9.34,0.0022,0.807,73.1,+,0.0029
min_special,could/policy_action,unit,39,40777,87,608652,956.4,142.9,71.27,0.0,2.752,569.1,+,0.0
min_special,would/policy_action,unit,33,40777,312,608652,809.3,512.6,5.51,0.0189,0.678,57.9,+,0.0214
min_special,would/causative,unit,29,40777,234,608652,711.2,384.5,8.33,0.0039,0.909,85.0,+,0.0046
min_special,would/existence,unit,23,40777,165,608652,564.0,271.1,9.02,0.0027,1.084,108.1,+,0.0033
min_special,could/copular_adj,unit,23,40777,68,608652,564.0,111.7,33.26,0.0,2.356,404.9,+,0.0
min_special,could/occurrence,unit,23,40777,204,608652,564.0,335.2,4.88,0.0271,0.778,68.3,+,0.0294
min_special,would/aspectual,unit,21,40777,285,608652,515.0,468.2,0.17,0.678,0.169,10.0,+,0.678
min_special,should/other,unit,18,40777,55,608652,441.4,90.4,25.23,0.0,2.315,388.5,+,0.0
min_special,would/communication,unit,15,40777,61,608652,367.9,100.2,15.45,0.0001,1.911,267.0,+,0.0002
min_special,would/copular_nom,unit,11,40777,51,608652,269.8,83.8,9.55,0.002,1.737,221.9,+,0.0027
min_special,could/mental,unit,11,40777,41,608652,269.8,67.4,12.55,0.0004,2.048,300.5,+,0.0006
min_special,would/occurrence,unit,11,40777,415,608652,269.8,681.8,12.56,0.0004,-1.275,-60.4,-,0.0006
min_special,will/policy_action,unit,9,40777,16,608652,220.7,26.3,19.23,0.0,3.103,739.6,+,0.0
min_special,will/other,unit,9,40777,22,608652,220.7,36.1,15.33,0.0001,2.656,510.6,+,0.0002
